id,type,latitude,longitude,name,tourism,leisure,natural,aeroway,water,wikidata,wikipedia,description,FITOFISION,access,addr:city,addr:housenumber,addr:postcode,addr:street,addr:suburb,alt_name,barrier,boat,building,capacity,dog,ele,fee,golf,iata,icao,intermittent,landuse,leaf_type,loc_name,name:en,name:pt,noexit,note,old_loc_name,old_name,opening_hours,operator,operator:type,operator:wikidata,operator:wikipedia,owner,owner:wikidata,owner:wikipedia,ownership,place,sewer,source,sport,start_date,surface,wheelchair,wikimedia_commons
,MultiPolygon,-46.5322603,-22.9877701,,,,wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5358246,-22.9776757,,,,wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5482227,-22.9768903,,,,wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5246429,-23.0042536,,,,wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5366273,-23.0067815,,,,wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5322575,-23.0055572,,,,water,,lake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5377641,-23.0077594,,,,water,,lake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5216579,-23.0049293,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.545006,-22.9758781,,,,wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5765944,-22.9983162,,,,wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5224178,-22.9180356,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5217254,-22.9196401,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5201338,-22.9211301,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.520886,-22.9202824,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5666434,-22.9916151,,,,wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.557725,-22.9974589,,,,wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5520548,-22.99338,,,,wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5526235,-23.0002933,,,,wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5568452,-22.9981848,,,,wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5379437,-22.9708478,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5390417,-22.9697621,Lago do Taboão,,,water,,lake,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bing images,,,,,
,MultiPolygon,-46.5406394,-22.9723615,Praça Donato Cortese,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5220252,-22.9272808,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5295246,-22.9243756,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5220915,-22.9136552,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5289023,-22.9254527,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5320073,-22.9836238,,,,wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5294944,-22.9816337,,,,wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5316831,-22.9786409,,,,wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5674403,-22.9198991,,,,wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5516206,-22.9247213,,,,wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.6025665,-22.9217865,,,,wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5458324,-22.9334365,,,,wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.544207,-22.9092461,,,,wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5040865,-22.9002428,,,,wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5171328,-22.9030397,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5938354,-22.9207074,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5623862,-22.9162932,,,,wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5686205,-22.9108174,,,,wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5972986,-22.9182982,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5182593,-22.9663208,,,,wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5306618,-22.9999921,,,,wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5232643,-22.9542735,,,,wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5251526,-22.9595403,,,,wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.519359,-22.9551281,,,,wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5370991,-22.9480939,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5322712,-23.0240823,,,,wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.4951279,-22.9560419,,,,wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.4917398,-22.9542814,,,,wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5046766,-22.9549255,,,,wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5113974,-22.9556082,,,,wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5329042,-23.0173084,,,,wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5271267,-23.006431,,,,wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5337839,-23.0228529,,,,wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.4846137,-22.9517444,,,,wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5427103,-23.0214162,,,,wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.4977886,-22.9149186,,,,wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5051593,-22.956689,,,,wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5633952,-22.9673136,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5667539,-22.9682819,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5082453,-22.9534496,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5198259,-22.9492056,,,,water,,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5405219,-22.9491833,,,,wood,,,,,,,,,,,,,,,,,,,,,,,,,,mixed,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5198979,-22.9490351,,,,water,,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5182725,-22.9501885,,,,water,,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5105991,-22.9853356,,,,wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5201437,-22.9672118,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5216737,-22.9687614,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5010393,-23.0410353,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.515545,-23.0123612,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5168217,-23.0110281,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5866444,-23.0002934,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5948466,-23.0007279,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.580175,-22.9967034,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5815193,-22.9984184,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5983872,-23.0112404,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.596427,-23.0063783,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.612914,-23.011507,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.6357482,-22.9976777,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.6096557,-23.0099038,,,,wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.6436307,-23.001913,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.6323493,-23.0128648,,,,wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.6453689,-23.0127463,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.646447,-23.0119218,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5512787,-22.9853539,,,,wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.6347862,-22.994635,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5488347,-22.9832367,,,,wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.6362579,-22.9936342,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,forest,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5488392,-22.9612077,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5340518,-22.9680545,Lago dos Padres,,,water,,lake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.6482711,-22.9949239,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,forest,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.6488654,-22.9907682,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,forest,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5457109,-22.9787516,Praça Piazza di Colosseo,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.6771095,-23.0418453,,,,wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.6838043,-23.0513229,,,,wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.6729773,-23.0439747,,,,wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.6568245,-23.025033,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.6593887,-23.0225348,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.6758119,-23.0599312,,,,wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.6589783,-23.0212141,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5800411,-23.0232924,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5339438,-22.9423138,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5363504,-22.9423921,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5354643,-22.9475657,Praça da Paz,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5432264,-22.9527233,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5402284,-22.9597761,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5252436,-22.9990962,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5440371,-22.9560943,Praça Jorge Arruda,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.658902,-23.002916,,,,water,,lake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5031589,-23.0106992,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5026506,-23.0106104,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.4979326,-23.0453406,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5039488,-23.0468363,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.496971,-22.9893512,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5473309,-23.0237844,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bing,,,,,
,MultiPolygon,-46.4676706,-23.0198767,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5030543,-23.0108412,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.4985482,-22.992387,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.4793972,-23.0048074,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.4888211,-23.0052974,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.4979447,-22.9920709,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.467338,-23.0178474,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.4974833,-22.9915179,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.445304,-23.0164428,,,,wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.4547534,-23.022681,,,,wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.4763854,-23.0453455,,,,wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.4266229,-22.9453872,,,,wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.7089078,-22.9818242,,,,water,,lake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.7018446,-22.9883612,,,,water,,lake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.697782,-22.9892752,,,,beach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sand,,
,MultiPolygon,-46.700354,-22.9848128,,,,water,,lake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.7043255,-22.9842672,,,,water,,lake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.7031106,-22.9932001,,,,water,,,,,,,,,,,,,,,,,,,,,water_hazard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.7000354,-22.9941449,,,,water,,,,,,,,,,,,,,,,,,,,,water_hazard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.6993812,-22.99344,,,,water,,,,,,,,,,,,,,,,,,,,,water_hazard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.698002,-22.9908315,,,,water,,,,,,,,,,,,,,,,,,,,,water_hazard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.6979473,-22.9905483,,,,water,,,,,,,,,,,,,,,,,,,,,water_hazard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.7023685,-22.9962155,,,,water,,lake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.7044964,-22.9437707,,,,water,,lake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.7034922,-22.9422919,,,,water,,lake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.7027685,-22.9409131,,,,water,,lake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.6633865,-22.8819338,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.667045,-22.8779997,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.6653177,-22.8803424,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.6602372,-22.8863541,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.6607112,-22.8840517,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.6649204,-22.8860301,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.6655672,-22.8741447,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.6650376,-22.8708672,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.4662765,-22.9106331,,,,water,,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.4490084,-22.9100995,,,,water,,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.4616765,-22.9174336,,,,water,,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.4628352,-22.9177968,,,,water,,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.4632781,-22.918222,,,,wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.4610864,-22.9229091,,,,water,,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.4607337,-22.9244385,,,,wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.4610181,-22.9245767,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.4607499,-22.9253153,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.4621111,-22.9258835,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5331503,-22.8657295,,,,wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5306306,-22.8832033,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5352285,-22.868433,,,,wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5320986,-22.8715876,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5310647,-22.9130965,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5328228,-22.8620432,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5306183,-22.885595,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5321615,-22.8594863,,,,wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5338794,-22.8684527,,,,wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5324822,-22.8633321,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5400005,-22.9523311,Praça Luiz Apezzato,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5827885,-22.9070513,,,,water,,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.579425,-22.9036072,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5919348,-22.9014675,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
