id,type,latitude,longitude,name,tourism,leisure,natural,aeroway,water,wikidata,wikipedia,description,FITOFISION,access,addr:city,addr:housenumber,addr:postcode,addr:street,addr:suburb,alt_name,barrier,boat,building,capacity,dog,ele,fee,golf,iata,icao,intermittent,landuse,leaf_type,loc_name,name:en,name:pt,noexit,note,old_loc_name,old_name,opening_hours,operator,operator:type,operator:wikidata,operator:wikipedia,owner,owner:wikidata,owner:wikipedia,ownership,place,sewer,source,sport,start_date,surface,wheelchair,wikimedia_commons
,MultiPolygon,-46.5762006,-22.8832537,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.6218769,-22.8503187,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5634091,-22.8403288,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5993994,-22.8802922,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.4994278,-22.8918986,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.4908459,-22.8752027,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.610718,-22.8702505,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5873874,-22.8400245,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5683644,-22.8219799,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5447033,-22.8698227,,,,wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5929437,-22.8325067,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5841556,-22.8294909,,,,wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5292049,-22.8532816,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5192056,-22.839968,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.4610925,-22.8588756,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.61079,-22.8486456,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5221301,-22.9069277,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.6086687,-22.8225394,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5914123,-22.8569851,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5571908,-22.8305316,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.612181,-22.8275296,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.4525441,-22.883725,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5911013,-22.8761952,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.6138804,-22.851199,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5225853,-22.9061604,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5054057,-22.8470717,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.548566,-22.8928468,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.614588,-22.8446277,,,,wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.489202,-22.8887764,,,,wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.6071526,-22.86607,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.6200426,-22.853188,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.6016523,-22.8295151,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.4677549,-22.8497099,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.6090334,-22.8247291,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5838126,-22.9091032,,,,wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5500869,-22.8384519,,,,wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5325958,-22.9116081,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5818779,-22.8291372,,,,wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.6209002,-22.8520377,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.4899196,-22.8407258,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5268424,-22.8250517,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5594095,-22.8558932,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.6020749,-22.8668702,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5959069,-22.8548619,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.543263,-22.9040891,,,,wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5646822,-22.8403848,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5707291,-22.9094597,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5738202,-22.8277647,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.6167663,-22.8723393,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.6187856,-22.8579191,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5826097,-22.8359493,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.6161811,-22.8229781,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5591675,-22.8754859,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5598107,-22.8342923,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.6189256,-22.8544993,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5914846,-22.9020786,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.4747031,-22.8874325,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5892511,-22.8531776,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5182009,-22.9053307,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.6115268,-22.8792099,,,,wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5302631,-22.8310843,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5548659,-22.8921116,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5693713,-22.8909699,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5734785,-22.9115511,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5288956,-22.8279378,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5286132,-22.9067013,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.4629022,-22.8832224,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5051435,-22.873457,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.6209706,-22.8472011,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5866852,-22.8319611,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5873488,-22.8439535,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5826685,-22.8750331,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.6122976,-22.8513704,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5741013,-22.8818073,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5625273,-22.823232,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5687332,-22.8692318,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5581901,-22.8358865,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.4517915,-22.8779192,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.6142156,-22.8542142,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5174483,-22.8360506,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5891989,-22.9002615,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5598101,-22.8216595,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.4499791,-22.8841774,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5312571,-22.873068,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5849773,-22.8320713,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.4998277,-22.8916235,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.4880128,-22.8454311,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.6089251,-22.8720735,,,,wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.6013125,-22.8986187,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.6142197,-22.8746365,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.4798109,-22.8389816,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.6040036,-22.8357593,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5737439,-22.8221736,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5405793,-22.8692715,,,,wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5853718,-22.8453198,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5877624,-22.8314904,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.6052256,-22.8768806,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5583113,-22.8614737,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.6055423,-22.8418473,,,,wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5997035,-22.9103492,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5764623,-22.8288712,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.4625656,-22.884254,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.6164724,-22.8731371,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5478822,-22.8516186,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5155538,-22.8398594,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.487243,-22.8796112,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5533382,-22.8486538,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5435793,-22.9063154,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5965986,-22.8882822,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5872746,-22.831101,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5160332,-22.8186253,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.6213381,-22.8618348,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5438215,-22.8846604,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5680854,-22.8738914,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.4943805,-22.8512856,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.6160622,-22.837593,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5525374,-22.9084353,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.508055,-22.8239255,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5938283,-22.9006069,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5792753,-22.8852256,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5473991,-22.8527528,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5627452,-22.8991602,,,,wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5434643,-22.8603258,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5865002,-22.8980449,,,,wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.6031614,-22.8736563,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5329659,-22.8374303,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5661918,-22.8612217,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5668747,-22.8235716,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.6083421,-22.8942325,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5937729,-22.9024777,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5714114,-22.8669108,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5956825,-22.8308236,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.626843,-22.8412384,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5804222,-22.9116638,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5747421,-22.8343351,,,,wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.6163925,-22.8721407,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5761954,-22.8360197,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5326462,-22.8231184,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.4549119,-22.8744414,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.6021227,-22.8765209,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.4637828,-22.8552022,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5937504,-22.9041393,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5543341,-22.8230245,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5505917,-22.8821438,,,,wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.6137873,-22.8613289,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5167339,-22.9075891,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.4956923,-22.8672476,,,,wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5292468,-22.8342668,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.5891768,-22.8262022,,,,wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.6076292,-22.8775607,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.6222581,-22.8686909,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MultiPolygon,-46.4808365,-22.8471663,,,,wood,,,,,,Floresta Ombrófila Densa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
