Attraction_ID,Attraction_Name,Success,Image_URL,Image_Source,Error
"92f048c1-6da1-44d3-a863-6df77896ce35","Letreiro de Padre Miguel","true","https://tysnkzmljlmmqpbotkxv.supabase.co/storage/v1/object/public/travel-app-images/wikipedia-92f048c1/letreiro-de-padre-miguel-ficheirobandeira-da--1757529244298-1.svg","wikipedia",""
"e180a3d1-ef0f-4e7d-9611-6eb13b7c8e24","Cachoeira da gruta Camorim","true","https://tysnkzmljlmmqpbotkxv.supabase.co/storage/v1/object/public/travel-app-images/wikipedia-e180a3d1/cachoeira-da-gruta-camorim-ficheirobandeira-da--1757529243413-1.svg","wikipedia",""
