Attraction_ID,Attraction_Name,OSM_Image_URL,Success,Old_Image_URL,New_Image_URL,Old_Source,New_Source,Error
"50bcf940-a77a-41dc-ae6d-17cf9df7c12c","Igreja Matriz Nossa Senhora da Purificação","https://upload.wikimedia.org/wikipedia/commons/4/44/Igreja_Matriz_Nossa_Senhora_da_Purifica%C3%A7%C3%A3o.jpg","true","https://upload.wikimedia.org/wikipedia/commons/4/44/Igreja_Matriz_Nossa_Senhora_da_Purifica%C3%A7%C3%A3o.jpg","https://tysnkzmljlmmqpbotkxv.supabase.co/storage/v1/object/public/travel-app-images/osm-50bcf940/igreja-matriz-nossa-senhora-da-purificao-igrejamatriznossasenhoradapuri-1757534833294-1.jpg","unknown","osm",""
"04b400d0-cfa8-4880-948d-320a2535f711","Projeto - Dê o seu melhor","http://backend-mapabem.rhcloud.com/static/media/None/9551acc0cbb845bda5c2e0d679c5f44c.png","false","http://backend-mapabem.rhcloud.com/static/media/None/9551acc0cbb845bda5c2e0d679c5f44c.png","","unknown","","Edge function error: 500 Internal Server Error - {"error":"Failed to extract OSM image","details":"error sending request for url (http://backend-mapabem.rhcloud.com/static/media/None/9551acc0cbb845bda5c2e0d679c5f44c.png): client error (Connect): dns error: failed to lookup address information: Name or service not known: failed to lookup address information: Name or service not known"}"
"f75bf88b-0796-42fe-8eae-6375798cd94b","Cruz de Ferro","File:Cruzeiro_da_Real_Fábrica.jpg","false","","","unknown","","Edge function error: 500 Internal Server Error - {"error":"Failed to extract OSM image","details":"NetworkError when attempting to fetch resource"}"
"c3be8a90-0675-4d1e-ba17-92ac23b63713","Projeto Jiu-Jitsu Lutando como Davi","http://backend-mapabem.rhcloud.com/static/media/None/4ad8235e199d45f59037debb78424ad3.jpg","false","http://backend-mapabem.rhcloud.com/static/media/None/4ad8235e199d45f59037debb78424ad3.jpg","","unknown","","Edge function error: 500 Internal Server Error - {"error":"Failed to extract OSM image","details":"error sending request for url (http://backend-mapabem.rhcloud.com/static/media/None/4ad8235e199d45f59037debb78424ad3.jpg): client error (Connect): dns error: failed to lookup address information: Name or service not known: failed to lookup address information: Name or service not known"}"
"c52eb499-e437-4e1e-8ae7-684fdf1395d4","Museu do Ipiranga","File:Webysther 20190304150324 - Parque da Independência.jpg","false","https://tysnkzmljlmmqpbotkxv.supabase.co/storage/v1/object/public/travel-app-images/wikidata-c52eb499/museu-do-ipiranga-filemuseuipiranga1jp-1757531721594-1.jpg","","wikidata","","Edge function error: 500 Internal Server Error - {"error":"Failed to extract OSM image","details":"NetworkError when attempting to fetch resource"}"
"ba5b0848-671b-4056-bdb0-4cf59cb48b97","Busto do Mosenhor Alfredo de Arruda Câmara","https://www.flickr.com/photos/139355051@N08/38743715404/in/dateposted-public/","true","https://www.flickr.com/photos/139355051@N08/38743715404/in/dateposted-public/","https://tysnkzmljlmmqpbotkxv.supabase.co/storage/v1/object/public/travel-app-images/osm-ba5b0848/busto-do-mosenhor-alfredo-de-arruda-cmara-osm-image-1757534846352-1.jpg","unknown","osm",""
"700b692a-0b87-46d6-93e1-ffb404fefa27","Morro do Chapéu (Morro das Cabras)","https://www.researchgate.net/figure/Figura-1-Mapa-de-localizacao-do-Morro-do-Chapeu-2949-2829-S-e-51-4-2916-O_fig1_268515217","false","https://www.researchgate.net/figure/Figura-1-Mapa-de-localizacao-do-Morro-do-Chapeu-2949-2829-S-e-51-4-2916-O_fig1_268515217","","unknown","","Edge function error: 500 Internal Server Error - {"error":"Failed to extract OSM image","details":"Failed to download image: 403 Forbidden"}"
"8a00588c-f9cd-4fb2-b924-c56552953d95","Cork City Gaol","http://commons.wikimedia.org/wiki/File:Gatehouse,_Cork_City_Gaol,_Cork_City_-_geograph.org.uk_-_1239790.jpg","true","https://tysnkzmljlmmqpbotkxv.supabase.co/storage/v1/object/public/travel-app-images/wikidata-8a00588c/cork-city-gaol-filecork-city-jailjp-1757531900158-1.jpg","https://tysnkzmljlmmqpbotkxv.supabase.co/storage/v1/object/public/travel-app-images/osm-8a00588c/cork-city-gaol-filegatehousecorkcitygaolcorkc-1757534853311-1.jpg","wikidata","osm",""
"4185cc81-905d-44cf-88ca-ed918c7cbce9","São Paulo, Vida Nova","File:Totem São Paulo Vida Nova, trevo km 174 da Rodovia SP-300.jpg","false","","","unknown","","Edge function error: 500 Internal Server Error - {"error":"Failed to extract OSM image","details":"NetworkError when attempting to fetch resource"}"
"87d5b2ba-c1ac-404f-804d-d577d61dcabd","Museu Histórico do Tocantins (Palacinho)","https://upload.wikimedia.org/wikipedia/commons/thumb/b/b3/Museu_Hist%C3%B3rico_do_Tocantins_-_Palacinho_30.jpg/300px-Museu_Hist%C3%B3rico_do_Tocantins_-_Palacinho_30.jpg","true","https://upload.wikimedia.org/wikipedia/commons/thumb/b/b3/Museu_Hist%C3%B3rico_do_Tocantins_-_Palacinho_30.jpg/300px-Museu_Hist%C3%B3rico_do_Tocantins_-_Palacinho_30.jpg","https://tysnkzmljlmmqpbotkxv.supabase.co/storage/v1/object/public/travel-app-images/osm-87d5b2ba/museu-histrico-do-tocantins-palacinho-300px-museuhistc3b3ricodotocan-1757534859316-1.jpg","unknown","osm",""
"ef08dcd5-d286-4895-9b45-1d3e29936372","RMS Titanic Memorial","https://en.wikipedia.org/wiki/Cobh#/media/File:Titanic_Memorial_Cobh_Ireland.jpg","true","https://tysnkzmljlmmqpbotkxv.supabase.co/storage/v1/object/public/travel-app-images/ChIJkYffPKSDREgRslUbJi-FD1c/ChIJkYffPKSDREgRslUbJi-FD1c_1753986630989_1.jpg","https://tysnkzmljlmmqpbotkxv.supabase.co/storage/v1/object/public/travel-app-images/osm-ef08dcd5/rms-titanic-memorial-filetitanicmemorialcobhireland-1757534863028-1.jpg","unknown","osm",""
"55b9a73d-36f6-44e7-bbb0-e38d11949e3b","The Titanic Trail","https://en.wikipedia.org/wiki/Cobh#/media/File:Titanic_Memorial_Cobh_Ireland.jpg","true","https://tysnkzmljlmmqpbotkxv.supabase.co/storage/v1/object/public/travel-app-images/ChIJmcNF9aODREgREkcYn6_NAcA/ChIJmcNF9aODREgREkcYn6_NAcA_1753986564402_1.jpg","https://tysnkzmljlmmqpbotkxv.supabase.co/storage/v1/object/public/travel-app-images/osm-55b9a73d/the-titanic-trail-filetitanicmemorialcobhireland-1757534866809-1.jpg","unknown","osm",""
"ff9bafcf-59c0-44ca-97f1-5058d245abe8","Cork City Library","https://www.corkcitylibraries.ie/media/vdjboneq/grand_parade_exterior_.jpg","true","https://tysnkzmljlmmqpbotkxv.supabase.co/storage/v1/object/public/travel-app-images/ChIJp68pkhCQREgRmxEvoe-Bcdk/ChIJp68pkhCQREgRmxEvoe-Bcdk_1753986193518_1.jpg","https://tysnkzmljlmmqpbotkxv.supabase.co/storage/v1/object/public/travel-app-images/osm-ff9bafcf/cork-city-library-grandparadeexterior.jpg-1757534873344-1.jpg","unknown","osm",""
"59735951-a10f-4b50-bcaa-5d0cd29ca47d","Serra da Ibituruna","http://www.minasgerais.com.br/imagens/atracoes/1506553554HGx7ejPME8.jpg","true","http://www.minasgerais.com.br/imagens/atracoes/1506553554HGx7ejPME8.jpg","https://tysnkzmljlmmqpbotkxv.supabase.co/storage/v1/object/public/travel-app-images/osm-59735951/serra-da-ibituruna-1506553554hgx7ejpme8.jpg-1757534877131-1.jpg","unknown","osm",""
"7692dc8d-7735-4df2-b3c4-bd9b93ca191b","Zalén","http://backend-mapabem.rhcloud.com/static/media/None/8050ae456731419fb618373d6f6b825c.jpg","false","http://backend-mapabem.rhcloud.com/static/media/None/8050ae456731419fb618373d6f6b825c.jpg","","unknown","","Edge function error: 500 Internal Server Error - {"error":"Failed to extract OSM image","details":"error sending request for url (http://backend-mapabem.rhcloud.com/static/media/None/8050ae456731419fb618373d6f6b825c.jpg): client error (Connect): dns error: failed to lookup address information: Name or service not known: failed to lookup address information: Name or service not known"}"
"798cc054-99d2-4787-839b-aeba57031a43","Obra Coletiva São Benedito","http://backend-mapabem.rhcloud.com/static/media/None/cf2cf7842f7548769afd5e0dd21fe2ca.JPG","false","http://backend-mapabem.rhcloud.com/static/media/None/cf2cf7842f7548769afd5e0dd21fe2ca.JPG","","unknown","","Edge function error: 500 Internal Server Error - {"error":"Failed to extract OSM image","details":"error sending request for url (http://backend-mapabem.rhcloud.com/static/media/None/cf2cf7842f7548769afd5e0dd21fe2ca.JPG): client error (Connect): dns error: failed to lookup address information: Name or service not known: failed to lookup address information: Name or service not known"}"
"6b9aea3c-056d-439a-a314-f80269324c8a","Monumento a Suzana Dias","File:Wiki Takes Santana de Parnaíba (Jul 2019) 08.jpg","false","https://commons.wikimedia.org/wiki/Category:Suzana Dias (sculpture)","","wikimedia_commons","","Edge function error: 500 Internal Server Error - {"error":"Failed to extract OSM image","details":"NetworkError when attempting to fetch resource"}"
"17085148-374d-4359-a7bf-a3e6ddd4bbf9","O Jardineiro","File:Vista frontal do jardineiro.jpg","false","","","unknown","","Edge function error: 500 Internal Server Error - {"error":"Failed to extract OSM image","details":"NetworkError when attempting to fetch resource"}"
"71a1695c-c7f8-4feb-b931-b63d4a1878b3","Cachoeira do Tobogã - Cachoeira da Penha","https://photos.app.goo.gl/WVtX3WYtQ41HzmfWA","true","https://photos.app.goo.gl/WVtX3WYtQ41HzmfWA","https://tysnkzmljlmmqpbotkxv.supabase.co/storage/v1/object/public/travel-app-images/osm-71a1695c/cachoeira-do-tobog-cachoeira-da-penha-wvtx3wytq41hzmfwa-1757534891578-1.jpg","unknown","osm",""
