name,lat,lng,category,religion,denomination,address,city,country,website,description
Igreja Adventista do Sétimo Dia - Cascais,38.69657,-9.42598,amenity=place_of_worship,christian,seventh_day_adventist,"Rua Marquês das Minas, 3, 2750-433 Cascais",Cascais,Portugal,https://www.adventistas.org.pt/cascais,Igreja Adventista do Sétimo Dia em Cascais. Horários: Sábado 9:30 e 12:00 | Quarta 20:00
Igreja Adventista do Sétimo Dia - Castelo Branco,39.82367,-7.4857,amenity=place_of_worship,christian,seventh_day_adventist,"Quinta Amieiro de Cima, Lt. 40 R/C Esqº, 6000-130 Castelo Branco",Castelo Branco,Portugal,https://www.adventistas.org.pt/castelobranco,Igreja Adventista do Sétimo Dia em Castelo Branco. Horários: Sábado 10:00 | Terça 19:30
Igreja Adventista do Sétimo Dia - Chaves,41.74342,-7.4741800000000005,amenity=place_of_worship,christian,seventh_day_adventist,"Rua Alferes João Baptista, Edifício Nova Era, Bloco 1 Loja 8, 5400-317 Chaves",Chaves,Portugal,https://www.adventistas.org.pt/chaves,Igreja Adventista do Sétimo Dia em Chaves. Horários: Sábado 10:00 | Quarta 20:00
Igreja Adventista do Sétimo Dia - Coimbra,40.20879,-8.41383,amenity=place_of_worship,christian,seventh_day_adventist,"Rua Teixeira de Carvalho, 22, 3000-396 Coimbra",Coimbra,Portugal,https://www.iasdcoimbra.tv,Igreja Adventista do Sétimo Dia em Coimbra. Horários: Sábado 09:30 | Quarta 20:30
Igreja Adventista do Sétimo Dia - Comenda,39.39544,-7.78518,amenity=place_of_worship,christian,seventh_day_adventist,"Rua da Fonte Velha, 6040-041 Comenda",Comenda,Portugal,https://www.adventistas.org.pt/comenda,Igreja Adventista do Sétimo Dia em Comenda. Horários: Sábado 10:00 | Quarta 19:00
Igreja Adventista do Sétimo Dia - Corroios,38.64328,-9.15792,amenity=place_of_worship,christian,seventh_day_adventist,"Rua Cidade Porto de Amélia, 8 – Quinta de S. Nicolau, 2855-069 Corroios",Corroios,Portugal,https://www.adventistas.org.pt/corroios,Igreja Adventista do Sétimo Dia em Corroios. Horários: Sábado 09:30 | Segunda 20:30 | Quarta 20:30
Igreja Adventista do Sétimo Dia - Elvas,38.87512,-7.17222,amenity=place_of_worship,christian,seventh_day_adventist,"Cidade Jardim, Torre 2 – Praceta dos Descobrimentos, 7350-110 Elvas",Elvas,Portugal,https://www.adventistas.org.pt/elvas,Igreja Adventista do Sétimo Dia em Elvas. Horários: Sábado 10:00 | Terça 20:00
Igreja Adventista do Sétimo Dia - Entroncamento,39.46423,-8.46783,amenity=place_of_worship,christian,seventh_day_adventist,"Rua 5 de Outubro, 73, 2330-095 Entroncamento",Entroncamento,Portugal,https://www.adventistas.org.pt/entroncamento,Igreja Adventista do Sétimo Dia em Entroncamento. Horários: Sábado 10:00 | Terça 20:00
Igreja Adventista do Sétimo Dia - Ermesinde,41.21046,-8.56255,amenity=place_of_worship,christian,seventh_day_adventist,"Rua Rodrigues de Freitas, 74, 4445-628 Ermesinde",Ermesinde,Portugal,https://www.adventistas.org.pt/ermesinde,Igreja Adventista do Sétimo Dia em Ermesinde. Horários: Sábado 10:00 | Quarta 20:30
Igreja Adventista do Sétimo Dia - Espinho,41.00429,-8.63711,amenity=place_of_worship,christian,seventh_day_adventist,"Rua 26, nº 1035, 4500-285 Espinho",Espinho,Portugal,http://www.iasdespinho.pt/,Igreja Adventista do Sétimo Dia em Espinho. Horários: Sábado 10:00 | Quarta 20:30 | Domingo 18:00
Igreja Adventista do Sétimo Dia - Évora,38.54657,-7.91798,amenity=place_of_worship,christian,seventh_day_adventist,"Rua da Cortiça, 18, 7005-353 Évora",Évora,Portugal,https://www.adventistas.org.pt/vora,Igreja Adventista do Sétimo Dia em Évora. Horários: Sábado 9:30-11:30 | Quarta 20:30
Igreja Adventista do Sétimo Dia - Fafe,41.45300857,-8.1640451,amenity=place_of_worship,christian,seventh_day_adventist,"R. António Sérgio, 47 , 4820-256 Fafe",Fafe,Portugal,,Igreja Adventista do Sétimo Dia em Fafe.
Igreja Adventista do Sétimo Dia - Faro,37.02618906,-7.93309122,amenity=place_of_worship,christian,seventh_day_adventist,"Avenida Calouste Gulbenkian, 16, 8000-072 Faro",Faro,Portugal,https://www.adventistas.org.pt/faro,Igreja Adventista do Sétimo Dia em Faro. Horários: Sábado 09h45 | Quarta 20h00
Igreja Adventista do Sétimo Dia - Fetais,38.41166692,-28.07193736,amenity=place_of_worship,christian,seventh_day_adventist,"Estrada Regional – Fetais da Calheta de Nesquim, 9930-053 Lajes do Pico",Lajes do Pico,Portugal,https://www.adventistas.org.pt/fetais,Igreja Adventista do Sétimo Dia em Lajes do Pico. Horários: Sábado 10:00 | Quarta 20:00
Igreja Adventista do Sétimo Dia - Figueira da Foz,40.15183,-8.84938,amenity=place_of_worship,christian,seventh_day_adventist,"Rua Bartolomeu Dias, 95 (junto ao Quartel), 3080-046 Figueira da Foz",Figueira da Foz,Portugal,https://www.adventistas.org.pt/figueiradafoz,Igreja Adventista do Sétimo Dia em Figueira da Foz. Horários: Sábado 10:00 | Quarta 20:00
Igreja Adventista do Sétimo Dia - Funchal,32.65055,-16.90144,amenity=place_of_worship,christian,seventh_day_adventist,"Rua Conde Carvalhal, 6 A, 9060-011 Funchal",Funchal,Portugal,https://iasdfunchal.xadow.info,Igreja Adventista do Sétimo Dia em Funchal. Horários: Sábado 10:00 | Quarta 20:00
Igreja Adventista do Sétimo Dia - Fundão,40.13825,-7.50545,amenity=place_of_worship,christian,seventh_day_adventist,"Av. Monsenhor Santos Carreto, Ltº 27 R/C, 6230-292 Fundão",Fundão,Portugal,https://www.adventistas.org.pt/fundao,Igreja Adventista do Sétimo Dia em Fundão. Horários: Sábado 10:00 | Quarta 19:00
Igreja Adventista do Sétimo Dia - Gândara dos Olivais,39.77244,-8.8275,amenity=place_of_worship,christian,seventh_day_adventist,"Rua Vítor Cordeiro, Lt. 8, 223 R/C Esq., Urbanização do Brejo – Gândara dos Olivais, 2415-650 Leiria",Leiria,Portugal,https://www.adventistas.org.pt/gandaradosolivais,Igreja Adventista do Sétimo Dia em Leiria. Horários: Sábado 10:00 | Terça 20:30
Igreja Adventista do Sétimo Dia - Guarda,40.55588,-7.24357,amenity=place_of_worship,christian,seventh_day_adventist,"Rua do Pina, 24 R/C – Guarda Gare, 6300-847 Guarda",Guarda,Portugal,https://www.adventistas.org.pt/guarda,Igreja Adventista do Sétimo Dia em Guarda. Horários: Sábado 10:00
Igreja Adventista do Sétimo Dia - Guimarães,41.43631,-8.29426,amenity=place_of_worship,christian,seventh_day_adventist,"Rua Paulo VI, nº 221 - Urgezes, 4810-508 Guimarães",Guimarães,Portugal,https://www.adventistas.org.pt/guimaraes,Igreja Adventista do Sétimo Dia em Guimarães. Horários: Sábado 10:00 | Terça 20:30
Igreja Adventista do Sétimo Dia - Horta,38.53541,-28.627580000000002,amenity=place_of_worship,christian,seventh_day_adventist,"Rua Dr. Melo e Simas, N.º5, 9900-127 Horta - Açores",Horta - Açores,Portugal,https://www.adventistas.org.pt/horta,Igreja Adventista do Sétimo Dia em Horta - Açores. Horários: Sábado 10:00 | Quarta 20:00
Igreja Adventista do Sétimo Dia - Lagoa,37.13582,-8.44884,amenity=place_of_worship,christian,seventh_day_adventist,"Igreja Adventista do 7º Dia - Lagoas do Cardo (junto à Sociedade Columbófila), 8400-380 Lagoa",Lagoa,Portugal,https://www.adventistas.org.pt/lagoa,Igreja Adventista do Sétimo Dia em Lagoa. Horários: Sábado 10:00 | Quarta 20:00
Igreja Adventista do Sétimo Dia - Lagos,37.10307,-8.6742,amenity=place_of_worship,christian,seventh_day_adventist,"Rua dos Camachinhos, 5 A, 8600-725 Lagos",Lagos,Portugal,https://www.adventistas.org.pt/lagos,Igreja Adventista do Sétimo Dia em Lagos. Horários: Sábado: 10:00 | Quarta: Inverno 19:00 / Verão 20:00
Igreja Adventista do Sétimo Dia - Leiria,39.72684,-8.80903,amenity=place_of_worship,christian,seventh_day_adventist,"Rua Padre Lino António, Lt. 42 R/C, Lugar da Cruz da Areia - Ap. 1063, 2410-055 Leiria",Leiria,Portugal,https://www.adventistas.org.pt/leiria,Igreja Adventista do Sétimo Dia em Leiria. Horários: Sábado 09:45 | Quarta 20:30
Igreja Adventista do Sétimo Dia - Lisboa/Alvalade,38.75595,-9.1435,amenity=place_of_worship,christian,seventh_day_adventist,"Rua Acácio Paiva, 29, 1700-004 Lisboa",Lisboa,Portugal,https://www.adventistas.org.pt/lisboaalvalade,Igreja Adventista do Sétimo Dia em Lisboa. Horários: Sábado 1º culto 09:00 2º culto 12:00 | Terça 15:00 e 19:30
Igreja Adventista do Sétimo Dia - Lisboa/Central,38.72758,-9.14124,amenity=place_of_worship,christian,seventh_day_adventist,"Rua Joaquim Bonifácio, 17, 1150-195 Lisboa",Lisboa,Portugal,https://www.iasdcentral.pt,Igreja Adventista do Sétimo Dia em Lisboa. Horários: Sábado 09:45 | Quarta 15:00 e 19:30 | Domingo 18:30
Igreja Adventista do Sétimo Dia - Lisboa/Roçadas,38.72597,-9.1282,amenity=place_of_worship,christian,seventh_day_adventist,"Av. General Roçadas, 36 A e B, 1170-163 Lisboa",Lisboa,Portugal,https://iasdlxrocadas.pt/,Igreja Adventista do Sétimo Dia em Lisboa. Horários: Sábado 10:00 | Quarta 20:00
Igreja Adventista do Sétimo Dia - Marinha Grande,39.75146327,-8.93222345,amenity=place_of_worship,christian,seventh_day_adventist,"Rua das Flores, 13C, 2430-269 Marinha Grande",Marinha Grande,Portugal,,Igreja Adventista do Sétimo Dia em Marinha Grande.
Igreja Adventista do Sétimo Dia - Matosinhos,41.18068,-8.68763,amenity=place_of_worship,christian,seventh_day_adventist,"Rua D. João I, 130, 4450-161 Matosinhos",Matosinhos,Portugal,https://www.adventistas.org.pt/matosinhos,Igreja Adventista do Sétimo Dia em Matosinhos. Horários: Sábado 10:00 | Terça 20:30
Igreja Adventista do Sétimo Dia - Mirandela,41.48288,-7.18861,amenity=place_of_worship,christian,seventh_day_adventist,"Rua Professor Pintor Gil Teixeira Lopes, 36, 5370-474 Mirandela",Mirandela,Portugal,https://www.adventistas.org.pt/mirandela,Igreja Adventista do Sétimo Dia em Mirandela. Horários: Sábado 09:30 | Quarta 20:00
Igreja Adventista do Sétimo Dia - Moinho do Torrão,39.35048,-7.90052,amenity=place_of_worship,christian,seventh_day_adventist,"Monte dos Pereiros, 6040-071 Margem",Margem,Portugal,https://www.adventistas.org.pt/moinhodotorrao,Igreja Adventista do Sétimo Dia em Margem. Horários: Sábado 10:00 | Terça 15:30
Igreja Adventista do Sétimo Dia - Moura,38.13944,-7.45494,amenity=place_of_worship,christian,seventh_day_adventist,"Rua Roque Antunes, 10 R/C Esq., 7860-183 Moura",Moura,Portugal,https://www.adventistas.org.pt/moura,Igreja Adventista do Sétimo Dia em Moura. Horários: Sábado 10:00 | Quarta 20:00
Igreja Adventista do Sétimo Dia - Nisa,39.51594,-7.64758,amenity=place_of_worship,christian,seventh_day_adventist,"Rua Júlio Basso, 1, 6050-315 Nisa",Nisa,Portugal,https://www.adventistas.org.pt/nisa,Igreja Adventista do Sétimo Dia em Nisa. Horários: Sábado 10:00
Igreja Adventista do Sétimo Dia - Odivelas,38.79312,-9.17654,amenity=place_of_worship,christian,seventh_day_adventist,"Rua José Malhoa, 16 A (à R. Egas Moniz), 2675-396 Odivelas",Odivelas,Portugal,https://www.adventistas.org.pt/odivelas,Igreja Adventista do Sétimo Dia em Odivelas. Horários: Sábado 9:30 - 11:00 | Sábado 11:30 - 13:00 | Quarta 20:00
Igreja Adventista do Sétimo Dia - Oliveira de Azeméis,40.8365,-8.47975,amenity=place_of_worship,christian,seventh_day_adventist,"Rua Manuel Brandão, 110, 3720-252 Oliveira de Azeméis",Oliveira de Azeméis,Portugal,https://www.adventistas.org.pt/oliveiradeazemeis,Igreja Adventista do Sétimo Dia em Oliveira de Azeméis. Horários: Sábado 10:00 | Terça 19:00
Igreja Adventista do Sétimo Dia - Oliveira do Douro,41.12483,-8.57754,amenity=place_of_worship,christian,seventh_day_adventist,"Rua Dr. Gaspar da Costa Leite, 395 - Oliveira do Douro, 4430-387 Vila Nova de Gaia",Vila Nova de Gaia,Portugal,https://www.adventistas.org.pt/oliveiradodouro,Igreja Adventista do Sétimo Dia em Vila Nova de Gaia. Horários: Sábado 10:00 | Terça 20:30
Igreja Adventista do Sétimo Dia - Oliveira do Hospital,40.36096,-7.85379,amenity=place_of_worship,christian,seventh_day_adventist,"Av. Calouste Gulbenkian, nº 7 B R/C, 3400-161 Oliveira do Hospital",Oliveira do Hospital,Portugal,https://www.adventistas.org.pt/oliveiradohospital,Igreja Adventista do Sétimo Dia em Oliveira do Hospital. Horários: Sábado 10:00 | Quarta 20:00
Igreja Adventista do Sétimo Dia - Paivas,38.61827,-9.11852,amenity=place_of_worship,christian,seventh_day_adventist,"Praça Eça de Queiroz, nº 7 R/C – Paivas, 2845-344 Amora",Amora,Portugal,https://www.adventistas.org.pt/paivas,Igreja Adventista do Sétimo Dia em Amora. Horários: Sábado 09:45 | Terça 20:30
Igreja Adventista do Sétimo Dia - Penafiel,41.207323,-8.28113255,amenity=place_of_worship,christian,seventh_day_adventist,"Avenida Soares de Moura, 80, 4560-493 Penafiel",Penafiel,Portugal,https://www.adventistas.org.pt/penafiel,Igreja Adventista do Sétimo Dia em Penafiel. Horários: Sábado 15:30
Igreja Adventista do Sétimo Dia - Penela,40.02224,-8.33444,amenity=place_of_worship,christian,seventh_day_adventist,"Serra de Sta Maria, 3230-055 Espinhal",Espinhal,Portugal,https://www.adventistas.org.pt/penela,Igreja Adventista do Sétimo Dia em Espinhal. Horários: Sábado 10:00 | Terça 19:30 | Sexta 19:30
Igreja Adventista do Sétimo Dia - Peniche,39.3582375,-9.38479479,amenity=place_of_worship,christian,seventh_day_adventist,"Rua Vale Verde, nº 1, 2520-491 Peniche",Peniche,Portugal,https://www.adventistas.org.pt/peniche,Igreja Adventista do Sétimo Dia em Peniche. Horários: Sábado 10:00 | Quarta 20:00 (via zoom)
Igreja Adventista do Sétimo Dia - Pinhal Novo,38.62852,-8.91465,amenity=place_of_worship,christian,seventh_day_adventist,"Rua Mouzinho de Albuquerque, 35 B, 2955-210 Pinhal Novo",Pinhal Novo,Portugal,https://www.adventistas.org.pt/pinhalnovo,Igreja Adventista do Sétimo Dia em Pinhal Novo. Horários: Sábado 10:00 | Terça 20:00
Igreja Adventista do Sétimo Dia - Pombal,39.9108,-8.62905,amenity=place_of_worship,christian,seventh_day_adventist,"Rua Albergaria dos Doze, nº 39 R/c Esq., 3100-456 Pombal",Pombal,Portugal,https://www.adventistas.org.pt/pombal,Igreja Adventista do Sétimo Dia em Pombal. Horários: Sábado 10:00 | Terça 20:30 (verão) 20:00 (inverno)
Igreja Adventista do Sétimo Dia - Ponta Delgada,37.74516,-25.66973,amenity=place_of_worship,christian,seventh_day_adventist,"Rua de Sant’Anna, 72 – Matriz, 9500-108 Ponta Delgada",Ponta Delgada,Portugal,https://www.adventistas.org.pt/pontadelgada,Igreja Adventista do Sétimo Dia em Ponta Delgada. Horários: Sábado 10:00 | Terça 19:15
Igreja Adventista do Sétimo Dia - Ponte de Sôr,39.25311,-8.01038,amenity=place_of_worship,christian,seventh_day_adventist,"Rua João Pedro de Andrade, 6, 7400-264 Ponte de Sôr",Ponte de Sôr,Portugal,https://www.adventistas.org.pt/pontedesor,Igreja Adventista do Sétimo Dia em Ponte de Sôr. Horários: Sábado 10:00 | Terça 20:00 (verão) 19:00 (inverno)
Igreja Adventista do Sétimo Dia - Portalegre,39.29028,-7.43385,amenity=place_of_worship,christian,seventh_day_adventist,"Rua 1º de Maio, 103, 7300-205 Portalegre",Portalegre,Portugal,https://www.adventistas.org.pt/portalegre,Igreja Adventista do Sétimo Dia em Portalegre. Horários: Sábado 10:00 | Terça 20:00
Igreja Adventista do Sétimo Dia - Portimão,37.12938,-8.53966,amenity=place_of_worship,christian,seventh_day_adventist,"Rua das Oliveiras, 49 – Bairro do Pontal, 8500-601 Portimão",Portimão,Portugal,https://www.adventistas.org.pt/portimao,Igreja Adventista do Sétimo Dia em Portimão. Horários: Sábado 10:00 | Quarta 20:00
Igreja Adventista do Sétimo Dia - Portimão Leste,37.15055311,-8.54744704,amenity=place_of_worship,christian,seventh_day_adventist,"Tv. dos Bairros 23, 8500-426 Portimão, 8500-426 Portimão",Portimão,Portugal,https://www.adventistas.org.pt/portimaoleste,Igreja Adventista do Sétimo Dia em Portimão.
Igreja Adventista do Sétimo Dia - Porto,41.14723,-8.5968,amenity=place_of_worship,christian,seventh_day_adventist,"Rua Ferreira Cardoso, 103, 4300-198 Porto",Porto,Portugal,https://www.adventistas.org.pt/porto,Igreja Adventista do Sétimo Dia em Porto. Horários: Sábado 09:45 | Terça 15:00 e 20:30
